unique_key,address,census_tract,clearance_date,clearance_status,council_district_code,description,district,latitude,longitude,location,location_description,primary_type,timestamp,x_coordinate,y_coordinate,year,zipcode
20145025854,"MOPAC/360 GREENBELT AREA Austin, TX",,2014-09-04 12:00:00.000000 UTC,Not cleared,,BURGLARY OF VEHICLE           ,UK,,,,MOPAC/360 GREENBELT AREA,Theft: BOV,2014-06-10 12:00:00.000000 UTC,,,2014,
20142870917,"500 E BEN WHITE SVC WB Austin, TX",,2014-10-22 12:00:00.000000 UTC,Not cleared,,BURGLARY OF VEHICLE           ,UK,,,,500 E BEN WHITE SVC WB,Theft: BOV,2014-10-14 12:00:00.000000 UTC,,,2014,
20145042350,"7604 N IH 35 N AUSTIN TX Austin, TX",,,,,BURGLARY OF VEHICLE           ,UK,,,,7604 N IH 35 N AUSTIN TX,Theft: BOV,2014-09-23 12:00:00.000000 UTC,,,2014,
201420304,"1000 GOLDEN MEADOW DR Austin, TX",,2014-02-10 12:00:00.000000 UTC,Not cleared,,BURGLARY OF VEHICLE           ,UK,,,,1000 GOLDEN MEADOW DR,Theft: BOV,2014-01-02 12:00:00.000000 UTC,,,2014,
20145003698,"110225 RESEARCH BLVD Austin, TX",,,,,THEFT FROM AUTO               ,UK,,,,110225 RESEARCH BLVD,Theft: BOV,2014-01-24 12:00:00.000000 UTC,,,2014,
20145028039,"12325 SKYHARBOR DR DEL VALLEY TX 78617 Austin, TX",,,,,BURGLARY OF VEHICLE           ,UK,,,,12325 SKYHARBOR DR DEL VALLEY TX 78617,Theft: BOV,2014-06-24 12:00:00.000000 UTC,,,2014,
20143480550,"Q10305 LAREDO DR Austin, TX",,2014-12-24 12:00:00.000000 UTC,Not cleared,,BURGLARY OF VEHICLE           ,UK,,,,Q10305 LAREDO DR,Theft: BOV,2014-12-14 12:00:00.000000 UTC,,,2014,
20145028764,"NORTH BLUFF DR/CROWN LN Austin, TX",,,,,BURGLARY OF VEHICLE           ,UK,,,,NORTH BLUFF DR/CROWN LN,Theft: BOV,2014-06-29 12:00:00.000000 UTC,,,2014,
20148000958,"4415 N IH 35 SVRD SB Austin, TX",,,,,BURGLARY OF VEHICLE           ,UK,,,,4415 N IH 35 SVRD SB,Theft: BOV,2014-04-11 12:00:00.000000 UTC,,,2014,
20145033730,"PARMER AND I35 FROST BANK Austin, TX",,,,,BURGLARY OF VEHICLE           ,UK,,,,PARMER AND I35 FROST BANK,Theft: BOV,2014-07-31 12:00:00.000000 UTC,,,2014,
2014520157,"5330 N IH SVRD SB Austin, TX",,2014-03-03 12:00:00.000000 UTC,Not cleared,,BURGLARY OF VEHICLE           ,UK,,,,5330 N IH SVRD SB,Theft: BOV,2014-02-21 12:00:00.000000 UTC,,,2014,
20145013110,"9345 E US 290 HWY SVRD EB Austin, TX",,,,,BURGLARY OF VEHICLE           ,UK,,,,9345 E US 290 HWY SVRD EB,Theft: BOV,2014-03-24 12:00:00.000000 UTC,,,2014,
20143180092,"9345 E US 290 HWY SVRD EB Austin, TX",,2015-01-07 12:00:00.000000 UTC,Not cleared,,THEFT                         ,C,,,,9345 E US 290 HWY SVRD EB,Theft: All Other Larceny,2014-11-14 12:00:00.000000 UTC,,,2014,
20145014117,"1030 NORWOOD PARK Austin, TX",,2014-09-03 12:00:00.000000 UTC,Not cleared,,THEFT                         ,UK,,,,1030 NORWOOD PARK,Theft: All Other Larceny,2014-03-29 12:00:00.000000 UTC,,,2014,
20148002431,"6406 N IH 35 SVRD Austin, TX",,,,,THEFT                         ,UK,,,,6406 N IH 35 SVRD,Theft: All Other Larceny,2014-09-02 12:00:00.000000 UTC,,,2014,
2014891159,"1030 NORWOOD PARK Austin, TX",,2014-04-02 12:00:00.000000 UTC,Cleared by Arrest,,THEFT                         ,UK,,,,1030 NORWOOD PARK,Theft: All Other Larceny,2014-03-30 12:00:00.000000 UTC,,,2014,
20145003527,"7748 HWY W 290 Austin, TX",,2014-02-03 12:00:00.000000 UTC,Not cleared,,THEFT                         ,UK,,,,7748 HWY W 290,Theft: All Other Larceny,2014-01-23 12:00:00.000000 UTC,,,2014,
20145011795,"1030 NORWOOD PARK Austin, TX",,2014-03-24 12:00:00.000000 UTC,Not cleared,,THEFT                         ,UK,,,,1030 NORWOOD PARK,Theft: All Other Larceny,2014-03-16 12:00:00.000000 UTC,,,2014,
20145027333,"3442 WILLOW RUN AUSTIN TX 78704 Austin, TX",,,,,THEFT                         ,UK,,,,3442 WILLOW RUN AUSTIN TX 78704,Theft: All Other Larceny,2014-06-19 12:00:00.000000 UTC,,,2014,
20145032644,"6015 W HWY 290 AUSTIN TX Austin, TX",,,,,THEFT                         ,UK,,,,6015 W HWY 290 AUSTIN TX,Theft: All Other Larceny,2014-07-24 12:00:00.000000 UTC,,,2014,
2014630851,"1030 NORWOOD PARK Austin, TX",,2014-03-04 12:00:00.000000 UTC,Cleared by Arrest,,THEFT                         ,UK,,,,1030 NORWOOD PARK,Theft: All Other Larceny,2014-03-04 12:00:00.000000 UTC,,,2014,
20142820698,"1200 ONEAL LN Austin, TX",,2014-10-14 12:00:00.000000 UTC,Not cleared,,THEFT OF METAL                ,UK,,,,1200 ONEAL LN,Theft: All Other Larceny,2014-10-09 12:00:00.000000 UTC,,,2014,
20141731203,"4800 STEINER RANCH BL Austin, TX",,2014-06-25 12:00:00.000000 UTC,Not cleared,,THEFT                         ,UK,,,,4800 STEINER RANCH BL,Theft: All Other Larceny,2014-06-22 12:00:00.000000 UTC,,,2014,
20145052847,"DOMAIN AUSTIN Austin, TX",,2014-12-02 12:00:00.000000 UTC,Not cleared,,THEFT                         ,UK,,,,DOMAIN AUSTIN,Theft: All Other Larceny,2014-12-01 12:00:00.000000 UTC,,,2014,
20142150928,"1030 NORWOOD PARK Austin, TX",,,,,THEFT                         ,UK,,,,1030 NORWOOD PARK,Theft: All Other Larceny,2014-08-03 12:00:00.000000 UTC,,,2014,
20142250804,"6911 N IH35 SVRD SB Austin, TX",,2014-08-18 12:00:00.000000 UTC,Not cleared,,THEFT                         ,UK,,,,6911 N IH35 SVRD SB,Theft: All Other Larceny,2014-08-13 12:00:00.000000 UTC,,,2014,
20142380892,"2815 E SH 71 WB Austin, TX",,2014-10-29 12:00:00.000000 UTC,Not cleared,,THEFT                         ,UK,,,,2815 E SH 71 WB,Theft: All Other Larceny,2014-08-26 12:00:00.000000 UTC,,,2014,
20145005309,"67 FERN RD EAST Austin, TX",,2014-02-04 12:00:00.000000 UTC,Not cleared,,THEFT                         ,UK,,,,67 FERN RD EAST,Theft: All Other Larceny,2014-01-29 12:00:00.000000 UTC,,,2014,
20145053388,"1473 N 172ND ST Austin, TX",,2015-04-02 12:00:00.000000 UTC,Not cleared,,BREACH OF COMPUTER SECURITY   ,UK,,,,1473 N 172ND ST,Theft: All Other Larceny,2014-12-04 12:00:00.000000 UTC,,,2014,
20142431947,"W 24TH AND LEON ST Austin, TX",,2014-10-12 12:00:00.000000 UTC,Not cleared,,THEFT OF BICYCLE              ,UK,,,,W 24TH AND LEON ST,Theft: All Other Larceny,2014-08-31 12:00:00.000000 UTC,,,2014,
20143451441,"5505 SWEENEY CIR Austin, TX",,2014-12-20 12:00:00.000000 UTC,Not cleared,,THEFT                         ,UK,,,,5505 SWEENEY CIR,Theft: All Other Larceny,2014-12-11 12:00:00.000000 UTC,,,2014,
20145000773,"1434 W WELLS BRANCH PARKWAY Austin, TX",,,,,THEFT                         ,UK,,,,1434 W WELLS BRANCH PARKWAY,Theft: All Other Larceny,2014-01-06 12:00:00.000000 UTC,,,2014,
20141660905,"1030 NORWOOD PARK Austin, TX",,2014-06-22 12:00:00.000000 UTC,Cleared by Arrest,,THEFT                         ,UK,,,,1030 NORWOOD PARK,Theft: All Other Larceny,2014-06-15 12:00:00.000000 UTC,,,2014,
20145030097,"13337 THONEVALLEY DR AUSTIN TX 78617 Austin, TX",,,,,THEFT                         ,UK,,,,13337 THONEVALLEY DR AUSTIN TX 78617,Theft: All Other Larceny,2014-07-08 12:00:00.000000 UTC,,,2014,
20145031383,"6911 N IH 35 AUSTIN TX Austin, TX",,,,,THEFT                         ,UK,,,,6911 N IH 35 AUSTIN TX,Theft: All Other Larceny,2014-07-16 12:00:00.000000 UTC,,,2014,
20145041754,"13435 N HWY 183, AUSTIN, TX 78717 Austin, TX",,,,,THEFT                         ,UK,,,,"13435 N HWY 183, AUSTIN, TX 78717",Theft: All Other Larceny,2014-09-19 12:00:00.000000 UTC,,,2014,
20141771136,"E 2ND ST AND N IH 35 SVRD NB Austin, TX",,2014-07-04 12:00:00.000000 UTC,Not cleared,,THEFT OF BICYCLE              ,UK,,,,E 2ND ST AND N IH 35 SVRD NB,Theft: All Other Larceny,2014-06-26 12:00:00.000000 UTC,,,2014,
20145056587,"5740 N IH 35 SVRD NB Austin, TX",,,,,THEFT                         ,UK,,,,5740 N IH 35 SVRD NB,Theft: All Other Larceny,2014-12-27 12:00:00.000000 UTC,,,2014,
2014960874,"Austin, TX (30.264979, -97.746598)",,2014-04-14 12:00:00.000000 UTC,Not cleared,,RAPE                          ,UK,30.264979,-97.746598,"(30.264979,-97.746598)",nan,Rape,2014-04-06 12:00:00.000000 UTC,,,2014,
20141940728,"Austin, TX (30.264979, -97.746598)",,2014-09-02 12:00:00.000000 UTC,Not cleared,,RAPE                          ,G,30.264979,-97.746598,"(30.264979,-97.746598)",nan,Rape,2014-07-13 12:00:00.000000 UTC,,,2014,
20142031277,"Austin, TX (30.264979, -97.746598)",,2014-08-04 12:00:00.000000 UTC,Not cleared,,RAPE                          ,A,30.264979,-97.746598,"(30.264979,-97.746598)",nan,Rape,2014-07-22 12:00:00.000000 UTC,,,2014,
20141031465,"Austin, TX (30.264979, -97.746598)",,2014-05-26 12:00:00.000000 UTC,Not cleared,,AGG RAPE                      ,B,30.264979,-97.746598,"(30.264979,-97.746598)",nan,Rape,2014-04-13 12:00:00.000000 UTC,,,2014,
20148002464,"1109 S PLEASANT VALLEY RD Austin, TX (30.242081, -97.717484)",,,,,THEFT                         ,UK,30.242081,-97.717484,"(30.242081,-97.717484)",1109 S PLEASANT VALLEY RD,Theft: All Other Larceny,2014-09-03 12:00:00.000000 UTC,,,2014,
20141400070,"1628 POPPYSEED LANE Austin, TX (30.222619, -97.694047)",,2014-05-23 12:00:00.000000 UTC,Not cleared,,AUTO THEFT                    ,UK,30.222619,-97.694047,"(30.222619,-97.694047)",1628 POPPYSEED LANE,Auto Theft,2014-05-20 12:00:00.000000 UTC,,,2014,
2014910943,"12707 N MOPAC EXPY SVRD NB Austin, TX (30.423635, -97.702557)",,2014-04-04 12:00:00.000000 UTC,Cleared by Arrest,,THEFT BY SHOPLIFTING          ,UK,30.423635,-97.702557,"(30.423635,-97.702557)",12707 N MOPAC EXPY SVRD NB,Theft: Shoplifting,2014-04-01 12:00:00.000000 UTC,,,2014,
2014980157,"Austin, TX (30.264979, -97.746598)",,2014-05-09 12:00:00.000000 UTC,Cleared by Arrest,,RAPE                          ,G,30.264979,-97.746598,"(30.264979,-97.746598)",nan,Rape,2014-04-08 12:00:00.000000 UTC,,,2014,
2014811613,"3755 S MOPAC EXPY SB SVC Austin, TX (30.243409, -97.808538)",,2014-06-04 12:00:00.000000 UTC,Not cleared,,BURGLARY OF VEHICLE           ,UK,30.243409,-97.808538,"(30.243409,-97.808538)",3755 S MOPAC EXPY SB SVC,Theft: BOV,2014-03-22 12:00:00.000000 UTC,,,2014,
2014830471,"13729 RESEARCH BLVD Austin, TX (30.458838, -97.792522)",,2014-03-25 12:00:00.000000 UTC,Not cleared,,THEFT OF LICENSE PLATE        ,UK,30.458838,-97.792522,"(30.458838,-97.792522)",13729 RESEARCH BLVD,Theft: All Other Larceny,2014-03-24 12:00:00.000000 UTC,,,2014,
20142381749,"Austin, TX (30.264979, -97.746598)",,2014-11-07 12:00:00.000000 UTC,Not cleared,,AGG RAPE OF A CHILD           ,C,30.264979,-97.746598,"(30.264979,-97.746598)",nan,Rape,2014-08-27 12:00:00.000000 UTC,,,2014,
20145032425,"5450 BEE CAVES RD AUSTIN TX 78746 Austin, TX (30.292841, -97.822667)",,,,,THEFT                         ,UK,30.292841,-97.822667,"(30.292841,-97.822667)",5450 BEE CAVES RD AUSTIN TX 78746,Theft: All Other Larceny,2014-07-23 12:00:00.000000 UTC,,,2014,
20145005305,"Austin, TX (30.264979, -97.746598)",,2015-03-06 12:00:00.000000 UTC,Not cleared,,RAPE                          ,A,30.264979,-97.746598,"(30.264979,-97.746598)",nan,Rape,2014-02-04 12:00:00.000000 UTC,,,2014,
20145009742,"Austin, TX (30.264979, -97.746598)",,2014-04-01 12:00:00.000000 UTC,Cleared by Arrest,,AGG RAPE OF A CHILD           ,UK,30.264979,-97.746598,"(30.264979,-97.746598)",nan,Rape,2014-01-22 12:00:00.000000 UTC,,,2014,
2014710921,"6807 WENTWORTH DRIVE Austin, TX (30.294895, -97.630163)",,2014-04-04 12:00:00.000000 UTC,Not cleared,,BURGLARY OF VEHICLE           ,UK,30.294895,-97.630163,"(30.294895,-97.630163)",6807 WENTWORTH DRIVE,Theft: BOV,2014-03-12 12:00:00.000000 UTC,,,2014,
20145030810,"1220 E 6TH ST Austin, TX (30.264334, -97.730308)",,,,,BURGLARY OF VEHICLE           ,UK,30.264334,-97.730308,"(30.264334,-97.730308)",1220 E 6TH ST,Theft: BOV,2014-07-13 12:00:00.000000 UTC,,,2014,
20145017942,"Austin, TX (30.264979, -97.746598)",,2014-04-22 12:00:00.000000 UTC,Not cleared,,RAPE                          ,UK,30.264979,-97.746598,"(30.264979,-97.746598)",nan,Rape,2014-04-11 12:00:00.000000 UTC,,,2014,
20145048290,"10506 DECKER LN Austin, TX (30.331568, -97.6027)",,2014-11-04 12:00:00.000000 UTC,Not cleared,,THEFT                         ,UK,30.331568,-97.6027,"(30.331568,-97.6027)",10506 DECKER LN,Theft: All Other Larceny,2014-10-31 12:00:00.000000 UTC,,,2014,
20145041793,"Austin, TX (30.264979, -97.746598)",,,,,RAPE                          ,UK,30.264979,-97.746598,"(30.264979,-97.746598)",nan,Rape,2014-09-18 12:00:00.000000 UTC,,,2014,
20145030486,"701 E STASSNEY LN, AUSTIN, TX 78745 Austin, TX (30.2, -97.77)",,,,,BURGLARY OF VEHICLE           ,UK,30.2,-97.77,"(30.2,-97.77)","701 E STASSNEY LN, AUSTIN, TX 78745",Theft: BOV,2014-07-10 12:00:00.000000 UTC,,,2014,
20141200715,"525 NORTH LAMAR BLVD Austin, TX (30.270918, -97.754287)",,2014-04-30 12:00:00.000000 UTC,Cleared by Arrest,,THEFT BY SHOPLIFTING          ,UK,30.270918,-97.754287,"(30.270918,-97.754287)",525 NORTH LAMAR BLVD,Theft: Shoplifting,2014-04-30 12:00:00.000000 UTC,,,2014,
20141841748,"1933 MCCLOSKEY ST Austin, TX (30.292786, -97.705678)",,2014-09-25 12:00:00.000000 UTC,Not cleared,,BURGLARY OF RESIDENCE         ,C,30.292786,-97.705678,"(30.292786,-97.705678)",1933 MCCLOSKEY ST,"Burglary / 
Breaking & Entering",2014-07-03 12:00:00.000000 UTC,,,2014,
20145052403,"199 W APPLEGATE DR Austin, TX (30.371744, -97.687263)",,,,,BURGLARY OF VEHICLE           ,UK,30.371744,-97.687263,"(30.371744,-97.687263)",199 W APPLEGATE DR,Theft: BOV,2014-11-27 12:00:00.000000 UTC,,,2014,
20141761221,"Austin, TX (30.264979, -97.746598)",,2014-08-14 12:00:00.000000 UTC,Not cleared,,RAPE                          ,UK,30.264979,-97.746598,"(30.264979,-97.746598)",nan,Rape,2014-06-25 12:00:00.000000 UTC,,,2014,
20145012357,"Austin, TX (30.264979, -97.746598)",,2014-05-27 12:00:00.000000 UTC,Not cleared,,RAPE OF A CHILD               ,UK,30.264979,-97.746598,"(30.264979,-97.746598)",nan,Rape,2014-03-19 12:00:00.000000 UTC,,,2014,
20143210162,"5605 STRATHERN DR Austin, TX (30.283803, -97.638072)",,2014-12-23 12:00:00.000000 UTC,Cleared by Exception,,AUTO THEFT                    ,UK,30.283803,-97.638072,"(30.283803,-97.638072)",5605 STRATHERN DR,Auto Theft,2014-11-17 12:00:00.000000 UTC,,,2014,
20141621411,"10944 FITZHUGH RD Austin, TX (30.224385, -97.958825)",,2014-08-28 12:00:00.000000 UTC,Not cleared,,AUTO THEFT                    ,UK,30.224385,-97.958825,"(30.224385,-97.958825)",10944 FITZHUGH RD,Auto Theft,2014-06-11 12:00:00.000000 UTC,,,2014,
20145005975,"509 E BEN WHITE BLVD SVRED EB Austin, TX (30.219733, -97.758588)",,,,,BURGLARY OF VEHICLE           ,UK,30.219733,-97.758588,"(30.219733,-97.758588)",509 E BEN WHITE BLVD SVRED EB,Theft: BOV,2014-02-07 12:00:00.000000 UTC,,,2014,
20143081246,"Austin, TX (30.264979, -97.746598)",,2015-03-26 12:00:00.000000 UTC,Cleared by Exception,,RAPE                          ,UK,30.264979,-97.746598,"(30.264979,-97.746598)",nan,Rape,2014-11-04 12:00:00.000000 UTC,,,2014,
20143511524,"7715 E BEN WHITE BLVD SVRD EB Austin, TX (30.218661, -97.689378)",,2015-04-29 12:00:00.000000 UTC,Not cleared,,THEFT FROM PERSON             ,UK,30.218661,-97.689378,"(30.218661,-97.689378)",7715 E BEN WHITE BLVD SVRD EB,Theft: Pocket Picking,2014-12-17 12:00:00.000000 UTC,,,2014,
20143340509,"Austin, TX (30.264979, -97.746598)",,2014-12-12 12:00:00.000000 UTC,Not cleared,,RAPE                          ,B,30.264979,-97.746598,"(30.264979,-97.746598)",nan,Rape,2014-11-30 12:00:00.000000 UTC,,,2014,
20145041549,"600 W 6TH STREET AUSTIN TX Austin, TX (30.269677, -97.748599)",,,,,THEFT                         ,UK,30.269677,-97.748599,"(30.269677,-97.748599)",600 W 6TH STREET AUSTIN TX,Theft: All Other Larceny,2014-09-18 12:00:00.000000 UTC,,,2014,
20143510257,"2906 E MARTIN LUTHER KING DR Austin, TX (30.281922, -97.707986)",,,,,BURGLARY OF VEHICLE           ,UK,30.281922,-97.707986,"(30.281922,-97.707986)",2906 E MARTIN LUTHER KING DR,Theft: BOV,2014-12-17 12:00:00.000000 UTC,,,2014,
20145030174,"260 E BEN WHITE Austin, TX (30.222155, -97.761552)",,,,,THEFT                         ,UK,30.222155,-97.761552,"(30.222155,-97.761552)",260 E BEN WHITE,Theft: All Other Larceny,2014-07-08 12:00:00.000000 UTC,,,2014,
20145033033,"2450 CROMWELL CIR Austin, TX (30.226668, -97.721249)",,2014-08-21 12:00:00.000000 UTC,Not cleared,,THEFT                         ,UK,30.226668,-97.721249,"(30.226668,-97.721249)",2450 CROMWELL CIR,Theft: All Other Larceny,2014-07-28 12:00:00.000000 UTC,,,2014,
20145035230,"1403 NORWALK LANE AUSTIN TX 78703 Austin, TX (30.289304, -97.771962)",,,,,THEFT                         ,UK,30.289304,-97.771962,"(30.289304,-97.771962)",1403 NORWALK LANE AUSTIN TX 78703,Theft: All Other Larceny,2014-08-08 12:00:00.000000 UTC,,,2014,
2014220334,"1803 E ANDERSON LN SVRD SB Austin, TX (30.329883, -97.681264)",,2014-01-23 12:00:00.000000 UTC,Not cleared,,AUTO THEFT                    ,UK,30.329883,-97.681264,"(30.329883,-97.681264)",1803 E ANDERSON LN SVRD SB,Auto Theft,2014-01-22 12:00:00.000000 UTC,,,2014,
20142401696,"7212 MCNEIL DR Austin, TX (30.435703, -97.765457)",,2014-10-13 12:00:00.000000 UTC,Not cleared,,THEFT                         ,UK,30.435703,-97.765457,"(30.435703,-97.765457)",7212 MCNEIL DR,Theft: All Other Larceny,2014-08-28 12:00:00.000000 UTC,,,2014,
20143590819,"Austin, TX (30.264979, -97.746598)",,2015-01-28 12:00:00.000000 UTC,Cleared by Exception,,RAPE                          ,B,30.264979,-97.746598,"(30.264979,-97.746598)",nan,Rape,2014-12-25 12:00:00.000000 UTC,,,2014,
20145000759,"13005 TILGHMAN TRAIL Austin, TX (30.455828, -97.774347)",,,,,THEFT                         ,UK,30.455828,-97.774347,"(30.455828,-97.774347)",13005 TILGHMAN TRAIL,Theft: All Other Larceny,2014-01-06 12:00:00.000000 UTC,,,2014,
2014971573,"Austin, TX (30.264979, -97.746598)",,2014-05-20 12:00:00.000000 UTC,Cleared by Arrest,,RAPE                          ,H,30.264979,-97.746598,"(30.264979,-97.746598)",nan,Rape,2014-04-07 12:00:00.000000 UTC,,,2014,
20145014563,"Austin, TX (30.264979, -97.746598)",,2014-06-12 12:00:00.000000 UTC,Not cleared,,RAPE                          ,C,30.264979,-97.746598,"(30.264979,-97.746598)",nan,Rape,2014-04-01 12:00:00.000000 UTC,,,2014,
20143201230,"2508 E RIIVERISDE DR Austin, TX (30.235215, -97.724048)",,,,,THEFT                         ,UK,30.235215,-97.724048,"(30.235215,-97.724048)",2508 E RIIVERISDE DR,Theft: All Other Larceny,2014-11-16 12:00:00.000000 UTC,,,2014,
2014901695,"3050 TAMARRON LOOP Austin, TX (30.257441, -97.802758)",,2014-04-08 12:00:00.000000 UTC,Not cleared,,BURGLARY NON RESIDENCE        ,UK,30.257441,-97.802758,"(30.257441,-97.802758)",3050 TAMARRON LOOP,"Burglary / 
Breaking & Entering",2014-03-31 12:00:00.000000 UTC,,,2014,
20141041658,"2901 SOUTH CAPITOL OF TEXAS HWY Austin, TX (30.255443, -97.810066)",,2014-05-03 12:00:00.000000 UTC,Cleared by Arrest,,THEFT                         ,UK,30.255443,-97.810066,"(30.255443,-97.810066)",2901 SOUTH CAPITOL OF TEXAS HWY,Theft: All Other Larceny,2014-04-14 12:00:00.000000 UTC,,,2014,
20145031715,"8340 FATHOM CIRCLE AUSTIN TX 78750 Austin, TX (30.435916, -97.776139)",,,,,THEFT                         ,UK,30.435916,-97.776139,"(30.435916,-97.776139)",8340 FATHOM CIRCLE AUSTIN TX 78750,Theft: All Other Larceny,2014-07-18 12:00:00.000000 UTC,,,2014,
20143401080,"1900 WHITIS AVE Austin, TX (30.281456, -97.741)",,2014-12-15 12:00:00.000000 UTC,Not cleared,,THEFT                         ,UK,30.281456,-97.741,"(30.281456,-97.741)",1900 WHITIS AVE,Theft: All Other Larceny,2014-12-06 12:00:00.000000 UTC,,,2014,
20142440954,"2901 S CAPITAL OF TEXAS HWY SVRD NB Austin, TX (30.255443, -97.810066)",,,,,THEFT BY SHOPLIFTING          ,UK,30.255443,-97.810066,"(30.255443,-97.810066)",2901 S CAPITAL OF TEXAS HWY SVRD NB,Theft: Shoplifting,2014-09-01 12:00:00.000000 UTC,,,2014,
2014690734,"13785 RESEARCH BLVD Austin, TX (30.462505, -97.793999)",,2014-03-16 12:00:00.000000 UTC,Not cleared,,THEFT                         ,UK,30.462505,-97.793999,"(30.462505,-97.793999)",13785 RESEARCH BLVD,Theft: All Other Larceny,2014-03-10 12:00:00.000000 UTC,,,2014,
2014661212,"3700 KISSMAN DR Austin, TX (30.459458, -97.685942)",,,,,THEFT                         ,UK,30.459458,-97.685942,"(30.459458,-97.685942)",3700 KISSMAN DR,Theft: All Other Larceny,2014-03-07 12:00:00.000000 UTC,,,2014,
20141340570,"Austin, TX (30.264979, -97.746598)",,2014-06-05 12:00:00.000000 UTC,Cleared by Exception,,RAPE                          ,UK,30.264979,-97.746598,"(30.264979,-97.746598)",nan,Rape,2014-05-14 12:00:00.000000 UTC,,,2014,
20145052433,"3003 S LAMAR BLVD Austin, TX (30.242245, -97.784236)",,,,,BURGLARY OF VEHICLE           ,UK,30.242245,-97.784236,"(30.242245,-97.784236)",3003 S LAMAR BLVD,Theft: BOV,2014-11-27 12:00:00.000000 UTC,,,2014,
2014950960,"Austin, TX (30.264979, -97.746598)",,2014-04-17 12:00:00.000000 UTC,Not cleared,,RAPE                          ,UK,30.264979,-97.746598,"(30.264979,-97.746598)",nan,Rape,2014-04-05 12:00:00.000000 UTC,,,2014,
20145030335,"13005 HEINNEMANN DR AUSTIN TX 78727 Austin, TX (30.440482, -97.745099)",,,,,THEFT                         ,UK,30.440482,-97.745099,"(30.440482,-97.745099)",13005 HEINNEMANN DR AUSTIN TX 78727,Theft: All Other Larceny,2014-07-09 12:00:00.000000 UTC,,,2014,
20141170972,"Austin, TX (30.264979, -97.746598)",,2014-08-25 12:00:00.000000 UTC,Not cleared,,RAPE                          ,C,30.264979,-97.746598,"(30.264979,-97.746598)",nan,Rape,2014-04-27 12:00:00.000000 UTC,,,2014,
20148002429,"11902 BOBCAT TRL Austin, TX (30.45817, -97.818894)",,,,,THEFT                         ,UK,30.45817,-97.818894,"(30.45817,-97.818894)",11902 BOBCAT TRL,Theft: All Other Larceny,2014-08-29 12:00:00.000000 UTC,,,2014,
20145006858,"5601 HWY 29 Austin, TX (30.236083, -97.844218)",,2014-03-17 12:00:00.000000 UTC,Cleared by Arrest,,THEFT                         ,UK,30.236083,-97.844218,"(30.236083,-97.844218)",5601 HWY 29,Theft: All Other Larceny,2014-02-13 12:00:00.000000 UTC,,,2014,
20141331486,"Austin, TX (30.264979, -97.746598)",,2014-06-24 12:00:00.000000 UTC,Not cleared,,RAPE                          ,UK,30.264979,-97.746598,"(30.264979,-97.746598)",nan,Rape,2014-05-13 12:00:00.000000 UTC,,,2014,
20148002461,"1508 ROBERT WEAVER AVE Austin, TX (30.253271, -97.731251)",,,,,THEFT                         ,UK,30.253271,-97.731251,"(30.253271,-97.731251)",1508 ROBERT WEAVER AVE,Theft: All Other Larceny,2014-09-01 12:00:00.000000 UTC,,,2014,
2014970586,"4806 S LAMAR BLVD SVRD SB Austin, TX (30.234025, -97.811242)",,2014-04-21 12:00:00.000000 UTC,Not cleared,,THEFT                         ,UK,30.234025,-97.811242,"(30.234025,-97.811242)",4806 S LAMAR BLVD SVRD SB,Theft: All Other Larceny,2014-04-07 12:00:00.000000 UTC,,,2014,
2014630894,"2901 SOUTH CAPITOL OF TEXAS HWY Austin, TX (30.255443, -97.810066)",,2014-03-18 12:00:00.000000 UTC,Cleared by Arrest,,THEFT                         ,UK,30.255443,-97.810066,"(30.255443,-97.810066)",2901 SOUTH CAPITOL OF TEXAS HWY,Theft: All Other Larceny,2014-03-04 12:00:00.000000 UTC,,,2014,
20145037034,"Austin, TX (30.264979, -97.746598)",,2014-11-25 12:00:00.000000 UTC,Not cleared,,AGG RAPE OF A CHILD           ,UK,30.264979,-97.746598,"(30.264979,-97.746598)",nan,Rape,2014-08-20 12:00:00.000000 UTC,,,2014,
20145051091,"3003 S LAMAR Austin, TX (30.242457, -97.78394)",,2014-11-19 12:00:00.000000 UTC,Not cleared,,THEFT                         ,D,30.242457,-97.78394,"(30.242457,-97.78394)",3003 S LAMAR,Theft: All Other Larceny,2014-11-18 12:00:00.000000 UTC,,,2014,
20141321111,"12707 N MOPAC EXPY SVRD NB Austin, TX (30.423635, -97.702557)",,2014-05-18 12:00:00.000000 UTC,Cleared by Arrest,,THEFT BY SHOPLIFTING          ,A,30.423635,-97.702557,"(30.423635,-97.702557)",12707 N MOPAC EXPY SVRD NB,Theft: Shoplifting,2014-05-12 12:00:00.000000 UTC,,,2014,
20145027842,"Austin, TX (30.264979, -97.746598)",,2014-07-01 12:00:00.000000 UTC,Cleared by Arrest,,RAPE OF A CHILD               ,UK,30.264979,-97.746598,"(30.264979,-97.746598)",nan,Rape,2014-06-23 12:00:00.000000 UTC,,,2014,
20143570410,"3710 JUDSON RD Austin, TX (30.209881, -97.725378)",,2015-01-13 12:00:00.000000 UTC,Not cleared,,THEFT OF METAL                ,UK,30.209881,-97.725378,"(30.209881,-97.725378)",3710 JUDSON RD,Theft: All Other Larceny,2014-12-23 12:00:00.000000 UTC,,,2014,
